,Geneid,TPM,Log
1,LOC_Os01g01050,33.89640321,1.542780666
2,LOC_Os01g01060,407.2487493,2.610924863
3,LOC_Os01g01070,45.16637886,1.664325811
4,LOC_Os01g01080,169.5075524,2.23174362
5,LOC_Os01g01090,0.022203757,0.009537473
6,LOC_Os01g01100,0.015028774,0.006478354
7,LOC_Os01g01110,0.65153553,0.217887921
8,LOC_Os01g01115,9.084497876,1.003654279
9,LOC_Os01g01120,89.74458099,1.9578207
10,LOC_Os01g01130,65.02089968,1.819681438
11,LOC_Os01g01140,0,0
12,LOC_Os01g01150,69.18028537,1.84621513
13,LOC_Os01g01160,62.34628678,1.801721163
14,LOC_Os01g01170,27.11529961,1.448942716
15,LOC_Os01g01180,11.89711919,1.110492713
16,LOC_Os01g01190,94.13113103,1.97832266
17,LOC_Os01g01200,0.634293201,0.213329974
18,LOC_Os01g01210,1.319091625,0.365317908
19,LOC_Os01g01230,0.06535349,0.027493733
20,LOC_Os01g01240,0.038520224,0.016414958
21,LOC_Os01g01250,0.216832331,0.08523074
22,LOC_Os01g01260,0.279858312,0.107161893
23,LOC_Os01g01270,0.900237404,0.278807862
24,LOC_Os01g01280,72.81355006,1.868136093
25,LOC_Os01g01290,137.5167552,2.14150231
26,LOC_Os01g01295,48.48804669,1.694500312
27,LOC_Os01g01302,102.8055168,2.016220435
28,LOC_Os01g01307,482.2103721,2.684136248
29,LOC_Os01g01312,25.84641387,1.428886281
30,LOC_Os01g01320,0,0
31,LOC_Os01g01330,13.2434391,1.153614863
32,LOC_Os01g01340,1491.743246,3.173985115
33,LOC_Os01g01350,65.32606286,1.821684218
34,LOC_Os01g01360,14.19327612,1.181651431
35,LOC_Os01g01369,117.422177,2.07343304
36,LOC_Os01g01380,13.8383468,1.171385517
37,LOC_Os01g01390,118.2517997,2.076464942
38,LOC_Os01g01400,8.888046727,0.99511051
39,LOC_Os01g01410,75.3338903,1.882717396
40,LOC_Os01g01420,89.54280929,1.956853965
41,LOC_Os01g01430,11.13343656,1.083983824
42,LOC_Os01g01440,0.473190978,0.16825905
43,LOC_Os01g01450,391.2488927,2.593561726
44,LOC_Os01g01460,0,0
45,LOC_Os01g01470,469.6386491,2.672687589
46,LOC_Os01g01484,60.041705,1.785626656
47,LOC_Os01g01500,0,0
48,LOC_Os01g01510,110.1743257,2.046004504
49,LOC_Os01g01520,269.3669852,2.431953658
50,LOC_Os01g01530,0.137163089,0.055822755
51,LOC_Os01g01540,0,0
52,LOC_Os01g01550,0.408830159,0.14885864
53,LOC_Os01g01560,2.231961877,0.509466229
54,LOC_Os01g01570,107.3903633,2.034990672
55,LOC_Os01g01580,12.30094327,1.123882441
56,LOC_Os01g01590,3.907246116,0.69083784
57,LOC_Os01g01600,18.11355218,1.281341406
58,LOC_Os01g01610,15.66935302,1.221918744
59,LOC_Os01g01620,170.1848603,2.233465353
60,LOC_Os01g01640,174.2489682,2.24365547
61,LOC_Os01g01650,50.60295394,1.712674563
62,LOC_Os01g01660,235.7618874,2.374311793
63,LOC_Os01g01670,77.88955779,1.897019522
64,LOC_Os01g01680,19.05098773,1.302135771
65,LOC_Os01g01689,56.70272646,1.761196334
66,LOC_Os01g01700,216.5890803,2.337637096
67,LOC_Os01g01710,199.1912692,2.301445133
68,LOC_Os01g01720,66.61323846,1.830031738
69,LOC_Os01g01730,0.093348779,0.038758724
70,LOC_Os01g01740,46.95983523,1.680877682
71,LOC_Os01g01760,18.55608249,1.291281861
72,LOC_Os01g01770,8.286127108,0.967834624
73,LOC_Os01g01780,28.54726473,1.470517283
74,LOC_Os01g01790,109.5761669,2.043661531
75,LOC_Os01g01800,46.19322436,1.67387965
76,LOC_Os01g01810,0.189844613,0.075490249
77,LOC_Os01g01830,68.61752676,1.84271859
78,LOC_Os01g01840,6.681915283,0.885469513
79,LOC_Os01g01850,0.018079324,0.007781617
80,LOC_Os01g01860,0.034985562,0.014934291
81,LOC_Os01g01870,240.3073547,2.382570559
82,LOC_Os01g01880,1.061136507,0.314106756
83,LOC_Os01g01890,62.59591909,1.803429248
84,LOC_Os01g01900,0.014941661,0.00644108
85,LOC_Os01g01910,48.37538528,1.693510497
86,LOC_Os01g01920,95.15032921,1.982950776
87,LOC_Os01g01925,0.09639828,0.039968346
88,LOC_Os01g01930,8.790569869,0.990807971
89,LOC_Os01g01940,11.14049512,1.084236399
90,LOC_Os01g01950,3.178354255,0.621005258
91,LOC_Os01g01960,189.5986692,2.280119864
92,LOC_Os01g01970,42.07342314,1.634209387
93,LOC_Os01g01980,0.742403428,0.241148717
94,LOC_Os01g01990,0.784772245,0.251582804
95,LOC_Os01g02000,89.21119812,1.955260451
96,LOC_Os01g02010,173.4399951,2.241646066
97,LOC_Os01g02020,130.6480662,2.119414484
98,LOC_Os01g02040,64.34760762,1.815229693
99,LOC_Os01g02050,46.32036755,1.675048109
100,LOC_Os01g02060,100.2684775,2.005474281
101,LOC_Os01g02070,2.230453577,0.509263504
102,LOC_Os01g02080,66.10004872,1.826722836
103,LOC_Os01g02090,251.7343281,2.402664235
104,LOC_Os01g02100,48.46946352,1.694337201
105,LOC_Os01g02110,14.51675851,1.190801001
106,LOC_Os01g02120,61.34847764,1.794825854
107,LOC_Os01g02130,10.57229014,1.063419314
108,LOC_Os01g02139,210.0660581,2.324418399
109,LOC_Os01g02150,552.9034233,2.743434049
110,LOC_Os01g02160,145.757018,2.166598879
111,LOC_Os01g02170,12.58976039,1.133211799
112,LOC_Os01g02180,84.1354781,1.930110579
113,LOC_Os01g02190,2.722046862,0.570781837
114,LOC_Os01g02200,158.2246129,2.202010202
115,LOC_Os01g02210,0.074958555,0.03139172
116,LOC_Os01g02220,0,0
117,LOC_Os01g02230,0.065968868,0.027744521
118,LOC_Os01g02240,0.009729412,0.004205007
119,LOC_Os01g02250,0.316988468,0.119581972
120,LOC_Os01g02260,0.090071049,0.037454805
121,LOC_Os01g02270,4.43027403,0.734821746
122,LOC_Os01g02280,0.123571887,0.050600864
123,LOC_Os01g02290,64.5518647,1.81658505
124,LOC_Os01g02300,22.24139609,1.366262212
125,LOC_Os01g02310,5.621795804,0.820975784
126,LOC_Os01g02320,22.56427631,1.372254107
127,LOC_Os01g02334,44.24740277,1.655593655
128,LOC_Os01g02350,37.80167095,1.588850428
129,LOC_Os01g02360,22.9964738,1.380147428
130,LOC_Os01g02370,10.58054921,1.063729156
131,LOC_Os01g02380,0.05122273,0.021694743
132,LOC_Os01g02390,57.54140538,1.767463144
133,LOC_Os01g02400,24.01903291,1.398270518
134,LOC_Os01g02410,0.022491435,0.009659679
135,LOC_Os01g02420,13.02314438,1.146845405
136,LOC_Os01g02430,6.207543112,0.857787249
137,LOC_Os01g02440,2.052494348,0.484654869
138,LOC_Os01g02450,4.112655059,0.708646493
139,LOC_Os01g02460,0.487996541,0.172601922
140,LOC_Os01g02470,9.914198984,1.037991867
141,LOC_Os01g02480,0.117043013,0.048069896
142,LOC_Os01g02490,12.27595766,1.123065859
143,LOC_Os01g02500,165.8964094,2.222446993
144,LOC_Os01g02510,38.74995257,1.599336615
145,LOC_Os01g02520,19.48639897,1.311465626
146,LOC_Os01g02530,7.388775997,0.923698598
147,LOC_Os01g02540,0.133421365,0.054391395
148,LOC_Os01g02550,11.0323886,1.08035185
149,LOC_Os01g02560,25.63064527,1.42538169
150,LOC_Os01g02570,15.56841825,1.219281049
151,LOC_Os01g02580,8.633642676,0.983790534
152,LOC_Os01g02590,18.42767077,1.288420735
153,LOC_Os01g02600,18.3064797,1.285703093
154,LOC_Os01g02610,0.29342775,0.111742174
155,LOC_Os01g02629,0.02723639,0.011670396
156,LOC_Os01g02650,0.01696111,0.007304345
157,LOC_Os01g02660,0,0
158,LOC_Os01g02670,0.055874649,0.023612363
159,LOC_Os01g02680,0.330462907,0.124002771
160,LOC_Os01g02690,3.157278386,0.618809107
161,LOC_Os01g02700,21.43064341,1.350841731
162,LOC_Os01g02710,80.5321347,1.911328813
163,LOC_Os01g02720,156.5553353,2.197433114
164,LOC_Os01g02730,8.085172515,0.958333178
165,LOC_Os01g02740,0.462694676,0.165153681
166,LOC_Os01g02750,13.98767475,1.17573426
167,LOC_Os01g02760,6.79563272,0.89185137
168,LOC_Os01g02770,17.52381991,1.26773055
169,LOC_Os01g02780,29.34006916,1.482016566
170,LOC_Os01g02790,5.818188418,0.833668999
171,LOC_Os01g02800,0.471891049,0.167875664
172,LOC_Os01g02810,0.672996466,0.223495024
173,LOC_Os01g02830,23.85144038,1.395351565
174,LOC_Os01g02840,8.374785499,0.97196134
175,LOC_Os01g02850,52.39056675,1.727464531
176,LOC_Os01g02860,24.70788318,1.410066318
177,LOC_Os01g02870,142.4943743,2.156834875
178,LOC_Os01g02880,261.4596985,2.419062626
179,LOC_Os01g02884,83.53566183,1.927039957
180,LOC_Os01g02890,119.8623457,2.082291019
181,LOC_Os01g02900,179.4664174,2.256396397
182,LOC_Os01g02910,11.77514236,1.106365749
183,LOC_Os01g02920,138.3833645,2.144210943
184,LOC_Os01g02930,89.32689873,1.955817099
185,LOC_Os01g02940,234.9885257,2.372890887
186,LOC_Os01g02950,1.657818565,0.424525331
187,LOC_Os01g02960,66.80920661,1.831288663
188,LOC_Os01g02970,0,0
189,LOC_Os01g02980,42.33678183,1.636856658
190,LOC_Os01g02990,0,0
191,LOC_Os01g03010,0,0
192,LOC_Os01g03020,46.79380809,1.679371635
193,LOC_Os01g03030,45.37196205,1.666255472
194,LOC_Os01g03040,117.4744981,2.073624877
195,LOC_Os01g03050,27.20538985,1.450332107
196,LOC_Os01g03060,342.8689877,2.53639301
197,LOC_Os01g03070,292.089013,2.466999538
198,LOC_Os01g03080,13.215127,1.152750744
199,LOC_Os01g03090,71.7653559,1.861924658
200,LOC_Os01g03100,24.37395255,1.404388123
201,LOC_Os01g03110,162.3257111,2.213054558
202,LOC_Os01g03130,98.28295007,1.996874673
203,LOC_Os01g03144,81.42479847,1.916057894
204,LOC_Os01g03160,41.8064597,1.631509311
205,LOC_Os01g03170,71.79038088,1.862073992
206,LOC_Os01g03180,150.1949358,2.179537245
207,LOC_Os01g03190,93.02440499,1.973240594
208,LOC_Os01g03200,0,0
209,LOC_Os01g03210,5.958421818,0.842510752
210,LOC_Os01g03220,0.88496642,0.275303618
211,LOC_Os01g03230,10.1602736,1.047674842
212,LOC_Os01g03240,0,0
213,LOC_Os01g03250,2.712744465,0.569695059
214,LOC_Os01g03260,0.099024853,0.041007514
215,LOC_Os01g03270,3.9825633,0.697452825
216,LOC_Os01g03280,0,0
217,LOC_Os01g03290,36.70751105,1.576427867
218,LOC_Os01g03300,5.342980804,0.802293397
219,LOC_Os01g03310,554.2909496,2.744520595
220,LOC_Os01g03320,321.8273011,2.508970255
221,LOC_Os01g03330,199.6967077,2.302540248
222,LOC_Os01g03340,2649.303159,3.423295554
223,LOC_Os01g03350,0.168249331,0.067535541
224,LOC_Os01g03360,3598.258258,3.55621301
225,LOC_Os01g03370,6.206424113,0.857719818
226,LOC_Os01g03380,8.499685945,0.977709248
227,LOC_Os01g03390,738.5092672,2.868943621
228,LOC_Os01g03400,0,0
229,LOC_Os01g03410,0.863361923,0.270297217
230,LOC_Os01g03420,0.048142414,0.020420295
231,LOC_Os01g03429,0.115763252,0.047572054
232,LOC_Os01g03440,0.125380243,0.051299286
233,LOC_Os01g03452,0.07103616,0.029804134
234,LOC_Os01g03464,0,0
235,LOC_Os01g03480,25.34401312,1.420681934
236,LOC_Os01g03490,315.5276818,2.500411697
237,LOC_Os01g03500,23.44222766,1.388140785
238,LOC_Os01g03510,87.65430533,1.947699831
239,LOC_Os01g03520,68.00666812,1.838891059
240,LOC_Os01g03530,22.44938413,1.370131441
241,LOC_Os01g03549,31.06261758,1.505998975
242,LOC_Os01g03570,99.00988256,2.000042917
243,LOC_Os01g03580,0.030997795,0.013257737
244,LOC_Os01g03590,0.027966375,0.011978909
245,LOC_Os01g03600,0.057907627,0.024447748
246,LOC_Os01g03610,0.019613576,0.008435609
247,LOC_Os01g03620,62.90646387,1.805544787
248,LOC_Os01g03630,124.6700799,2.099231891
249,LOC_Os01g03640,5.766507056,0.830364539
250,LOC_Os01g03650,54.01240311,1.740460617
251,LOC_Os01g03660,33.31816828,1.5355241
252,LOC_Os01g03670,0.581418172,0.199046725
253,LOC_Os01g03680,370.5851343,2.570058331
254,LOC_Os01g03690,39.28191986,1.605110161
255,LOC_Os01g03710,23.17979444,1.383452604
256,LOC_Os01g03720,17.89809882,1.276418116
257,LOC_Os01g03730,152.9802118,2.187464913
258,LOC_Os01g03740,18.27854491,1.285074251
259,LOC_Os01g03750,129.5139975,2.115657092
260,LOC_Os01g03760,228.5335167,2.360846111
261,LOC_Os01g03770,0.196537673,0.077926377
262,LOC_Os01g03780,0.016263282,0.007006234
263,LOC_Os01g03790,0,0
264,LOC_Os01g03800,0.034223689,0.014614481
265,LOC_Os01g03810,0.703554195,0.231355954
266,LOC_Os01g03820,53.07591804,1.733003901
267,LOC_Os01g03830,0.017760477,0.007645582
268,LOC_Os01g03840,98.19758505,1.996501099
269,LOC_Os01g03860,0,0
270,LOC_Os01g03870,29.35997923,1.48230147
271,LOC_Os01g03880,0,0
272,LOC_Os01g03890,35.13203524,1.557892425
273,LOC_Os01g03900,13.12792347,1.150078334
274,LOC_Os01g03914,174.4576996,2.244172431
275,LOC_Os01g03930,1.826141767,0.451193943
276,LOC_Os01g03940,37.78016452,1.588609647
277,LOC_Os01g03950,405.7283995,2.609304498
278,LOC_Os01g03960,0.167241974,0.067160896
279,LOC_Os01g03970,0.385943017,0.141745375
280,LOC_Os01g03980,167.9355206,2.227720974
281,LOC_Os01g03989,0.163605926,0.065805925
282,LOC_Os01g04000,0.137062224,0.055784231
283,LOC_Os01g04005,0.020835042,0.008955569
284,LOC_Os01g04010,357.2767258,2.554218597
285,LOC_Os01g04020,545.2905065,2.737423653
286,LOC_Os01g04030,71.77528907,1.861983939
287,LOC_Os01g04040,3.630787658,0.665654867
288,LOC_Os01g04050,660.8534927,2.820761865
289,LOC_Os01g04070,2.947305842,0.596300777
290,LOC_Os01g04080,20.741526,1.337290023
291,LOC_Os01g04090,0.219829377,0.086299088
292,LOC_Os01g04100,28.0514414,1.463167685
293,LOC_Os01g04110,42.55440746,1.63903211
294,LOC_Os01g04120,23.66390552,1.392061848
295,LOC_Os01g04130,49.50298743,1.703317069
296,LOC_Os01g04140,0,0
297,LOC_Os01g04150,0.032707112,0.013977168
298,LOC_Os01g04160,113.5021974,2.058813821
299,LOC_Os01g04170,69.95613297,1.850989939
300,LOC_Os01g04180,0,0
301,LOC_Os01g04190,336.7366227,2.528578156
302,LOC_Os01g04200,70.08737133,1.851792455
303,LOC_Os01g04210,1.785677047,0.444930766
304,LOC_Os01g04220,0.976621788,0.295923578
305,LOC_Os01g04230,33.91192743,1.542973826
306,LOC_Os01g04250,6.844004549,0.894537837
307,LOC_Os01g04260,289.1559885,2.462631538
308,LOC_Os01g04270,0.176850708,0.070721373
309,LOC_Os01g04280,195.9994418,2.294464996
310,LOC_Os01g04290,26.5744883,1.440507462
311,LOC_Os01g04300,67.07312099,1.832975662
312,LOC_Os01g04310,7.826924379,0.945809406
313,LOC_Os01g04320,1.185897633,0.33962982
314,LOC_Os01g04324,7.147417114,0.911019951
315,LOC_Os01g04330,223.5510988,2.351315185
316,LOC_Os01g04340,1.290632459,0.359955411
317,LOC_Os01g04350,381.790028,2.582960616
318,LOC_Os01g04360,26.57467667,1.440510429
319,LOC_Os01g04370,342.2820225,2.53565106
320,LOC_Os01g04380,228.9753751,2.361681336
321,LOC_Os01g04390,28.18821166,1.465207487
322,LOC_Os01g04409,49.27176022,1.701324092
323,LOC_Os01g04430,12.00246089,1.114025556
324,LOC_Os01g04440,5.181521155,0.79109536
325,LOC_Os01g04450,25.76966679,1.427642965
326,LOC_Os01g04460,14.35943709,1.186375299
327,LOC_Os01g04470,5.304931063,0.799680342
328,LOC_Os01g04480,5.133466116,0.78770597
329,LOC_Os01g04490,14.69911985,1.195875305
330,LOC_Os01g04500,16.54236301,1.244088094
331,LOC_Os01g04510,0.084729639,0.035321507
332,LOC_Os01g04520,11.23322988,1.087541137
333,LOC_Os01g04530,11.97116617,1.112979023
334,LOC_Os01g04540,12.74722188,1.138214942
335,LOC_Os01g04550,61.00381698,1.792418426
336,LOC_Os01g04560,1.443821992,0.388069569
337,LOC_Os01g04570,7.790655707,0.944021271
338,LOC_Os01g04580,14.45342676,1.189024798
339,LOC_Os01g04590,20.42246051,1.330869351
340,LOC_Os01g04600,21.07959816,1.343991165
341,LOC_Os01g04610,0.309621997,0.117145961
342,LOC_Os01g04620,278.0771297,2.445724248
343,LOC_Os01g04630,242.3812925,2.386287193
344,LOC_Os01g04640,11.00729818,1.079445296
345,LOC_Os01g04650,214.7716477,2.333994378
346,LOC_Os01g04660,60.89461828,1.791652889
347,LOC_Os01g04670,31.99385332,1.518433039
348,LOC_Os01g04680,0.07691398,0.032181015
349,LOC_Os01g04690,70.769426,1.855939473
350,LOC_Os01g04699,0.328114962,0.123235669
351,LOC_Os01g04710,273.4079882,2.43839675
352,LOC_Os01g04720,42.39869119,1.637476632
353,LOC_Os01g04730,474.463722,2.677117386
354,LOC_Os01g04740,0.11534903,0.047410794
355,LOC_Os01g04750,16.71797789,1.248414156
356,LOC_Os01g04760,0,0
357,LOC_Os01g04770,0,0
358,LOC_Os01g04780,0.014124529,0.006091287
359,LOC_Os01g04790,0.028187051,0.01207213
360,LOC_Os01g04800,375.7029712,2.575999046
361,LOC_Os01g04814,217.4550724,2.339362133
362,LOC_Os01g04830,1.395173983,0.379337066
363,LOC_Os01g04840,7.561258783,0.932537625
364,LOC_Os01g04850,0,0
365,LOC_Os01g04860,45.11137149,1.66380804
366,LOC_Os01g04870,22.66128784,1.374038379
367,LOC_Os01g04880,58.94836098,1.777777314
368,LOC_Os01g04900,38.50471134,1.596648893
369,LOC_Os01g04910,52.27668716,1.726537212
370,LOC_Os01g04920,135.9078437,2.13642833
371,LOC_Os01g04930,55.45663567,1.751714994
372,LOC_Os01g04950,86.01287222,1.939583505
373,LOC_Os01g04960,0.01327202,0.00572605
374,LOC_Os01g04970,0.874317194,0.272843089
375,LOC_Os01g04980,0.04072257,0.017334973
376,LOC_Os01g04990,21.21161531,1.346580143
377,LOC_Os01g05000,0.073458265,0.030785164
378,LOC_Os01g05010,96.96844696,1.991086223
379,LOC_Os01g05020,0.059729276,0.025194932
380,LOC_Os01g05030,0.04550802,0.019327369
381,LOC_Os01g05040,0.312778745,0.118191537
382,LOC_Os01g05050,9.046577964,1.002018159
383,LOC_Os01g05060,130.8876253,2.120204049
384,LOC_Os01g05064,185.8619447,2.271520864
385,LOC_Os01g05070,152.863882,2.187136685
386,LOC_Os01g05080,61.63406545,1.796810602
387,LOC_Os01g05090,84.98228571,1.934408986
388,LOC_Os01g05100,4.811275228,0.764271445
389,LOC_Os01g05105,8.210321863,0.964274807
390,LOC_Os01g05120,1.818178861,0.449968553
391,LOC_Os01g05130,94.16023206,1.978455492
392,LOC_Os01g05140,86.3129955,1.941078888
393,LOC_Os01g05150,9.670677444,1.028191992
394,LOC_Os01g05160,0.239565821,0.093269593
395,LOC_Os01g05170,25.49510496,1.423165644
396,LOC_Os01g05180,24.01994984,1.398286435
397,LOC_Os01g05200,0.021453656,0.009218667
398,LOC_Os01g05210,1.019679755,0.305282512
399,LOC_Os01g05220,17.01135378,1.255546357
400,LOC_Os01g05240,0,0
401,LOC_Os01g05250,9.779426438,1.032595653
402,LOC_Os01g05260,27.27805685,1.451449563
403,LOC_Os01g05280,11.14639188,1.084447289
404,LOC_Os01g05289,41.46921987,1.628074283
405,LOC_Os01g05300,0,0
406,LOC_Os01g05310,2.494141938,0.543340543
407,LOC_Os01g05320,0.01352098,0.005832743
408,LOC_Os01g05330,0.064835494,0.027282519
409,LOC_Os01g05340,0.446319803,0.160264333
410,LOC_Os01g05350,0,0
411,LOC_Os01g05360,0.141379144,0.057429933
412,LOC_Os01g05370,0.094511786,0.039220443
413,LOC_Os01g05380,7.678910595,0.938465215
414,LOC_Os01g05390,2.197399024,0.504796838
415,LOC_Os01g05400,1.301775365,0.362062938
416,LOC_Os01g05410,0.765263342,0.246809503
417,LOC_Os01g05420,82.25177853,1.92039352
418,LOC_Os01g05430,85.26574425,1.935838374
419,LOC_Os01g05440,12.06434867,1.116087762
420,LOC_Os01g05450,20.48502947,1.332135954
421,LOC_Os01g05460,22.73958771,1.375473172
422,LOC_Os01g05470,222.8879624,2.350030744
423,LOC_Os01g05480,17.5877484,1.269226785
424,LOC_Os01g05490,686.8767969,2.83751066
425,LOC_Os01g05500,179.539294,2.25657174
426,LOC_Os01g05510,45.28393642,1.665430288
427,LOC_Os01g05520,0,0
428,LOC_Os01g05530,75.10652904,1.881421916
429,LOC_Os01g05540,102.0192082,2.012918208
430,LOC_Os01g05550,0,0
431,LOC_Os01g05560,108.2996653,2.038618832
432,LOC_Os01g05570,0,0
433,LOC_Os01g05580,5.524622509,0.81455539
434,LOC_Os01g05585,33.96298547,1.54360851
435,LOC_Os01g05590,3.303748084,0.633846842
436,LOC_Os01g05600,4.411850665,0.733345804
437,LOC_Os01g05610,162.2251034,2.212786952
438,LOC_Os01g05620,12.82620886,1.140703113
439,LOC_Os01g05630,205.3820547,2.314671932
440,LOC_Os01g05640,5.181458586,0.791090964
441,LOC_Os01g05650,752.4797552,2.877071588
442,LOC_Os01g05660,33.45967852,1.537311221
443,LOC_Os01g05670,371.5335152,2.57116535
444,LOC_Os01g05680,205.5931008,2.315115814
445,LOC_Os01g05694,290.9336428,2.465284146
446,LOC_Os01g05710,200.2440771,2.303723107
447,LOC_Os01g05720,63.90202749,1.812258264
448,LOC_Os01g05730,0.272926056,0.104803176
449,LOC_Os01g05744,44.03736485,1.653572972
450,LOC_Os01g05760,101.6645677,2.011420583
451,LOC_Os01g05770,14.44312124,1.188735081
452,LOC_Os01g05780,94.14220998,1.978373235
453,LOC_Os01g05790,60.38185151,1.788039984
454,LOC_Os01g05800,149.2849998,2.176915635
455,LOC_Os01g05810,70.90996691,1.856789089
456,LOC_Os01g05820,113.5028126,2.058816155
457,LOC_Os01g05830,125.9356277,2.103583535
458,LOC_Os01g05840,142.2642366,2.15613779
459,LOC_Os01g05850,2.750641867,0.574105597
460,LOC_Os01g05860,10.01921772,1.042150764
461,LOC_Os01g05870,11.10937454,1.083121712
462,LOC_Os01g05880,1.969014214,0.472612277
463,LOC_Os01g05890,2.999179795,0.60197093
464,LOC_Os01g05900,300.7972959,2.479715344
465,LOC_Os01g05940,5.599772613,0.819528973
466,LOC_Os01g05960,7.844795933,0.946687817
467,LOC_Os01g05970,504.6382339,2.703839906
468,LOC_Os01g05980,0.580029079,0.19866508
469,LOC_Os01g06000,14.46251652,1.189280177
470,LOC_Os01g06010,435.6161985,2.640099844
471,LOC_Os01g06020,75.5798674,1.88411461
472,LOC_Os01g06030,1.906719219,0.463403082
473,LOC_Os01g06040,3.321672877,0.63565189
474,LOC_Os01g06050,45.06766114,1.663396164
475,LOC_Os01g06060,3.133620055,0.616330556
476,LOC_Os01g06070,0.07953964,0.033238594
477,LOC_Os01g06080,3.537293579,0.656796881
478,LOC_Os01g06090,0.0789158,0.032987553
479,LOC_Os01g06100,0.03993062,0.017004366
480,LOC_Os01g06110,0.019461827,0.008370969
481,LOC_Os01g06120,0.185954876,0.074068165
482,LOC_Os01g06130,6.642143879,0.88321521
483,LOC_Os01g06140,22.42441059,1.369668672
484,LOC_Os01g06150,30.61492709,1.499892185
485,LOC_Os01g06160,0.016164583,0.006964054
486,LOC_Os01g06170,0.020764362,0.008925499
487,LOC_Os01g06180,0.022772176,0.009778905
488,LOC_Os01g06200,0.096678337,0.040079265
489,LOC_Os01g06210,0.293920906,0.11190773
490,LOC_Os01g06220,124.4767546,2.098563277
491,LOC_Os01g06230,5.732345279,0.828166381
492,LOC_Os01g06240,2.291536662,0.517398697
493,LOC_Os01g06250,9.539263041,1.022810244
494,LOC_Os01g06260,0.112961004,0.046479948
495,LOC_Os01g06270,85.45929416,1.936811686
496,LOC_Os01g06280,37.26031396,1.582748529
497,LOC_Os01g06290,117.305662,2.07300553
498,LOC_Os01g06300,0.025040199,0.010740898
499,LOC_Os01g06310,69.42845851,1.847748183
500,LOC_Os01g06320,45.89623694,1.671137995
501,LOC_Os01g06330,0.043367991,0.018437509
502,LOC_Os01g06340,9.018468965,1.000801357
503,LOC_Os01g06350,0.737511532,0.239927696
504,LOC_Os01g06360,0.305439665,0.115756804
505,LOC_Os01g06370,0.429284211,0.155118596
506,LOC_Os01g06380,0,0
507,LOC_Os01g06390,0.168567387,0.067653762
508,LOC_Os01g06400,0.057410817,0.024243749
509,LOC_Os01g06410,0.990407753,0.298942055
510,LOC_Os01g06420,0.292584913,0.111459082
511,LOC_Os01g06430,0.367564778,0.135947907
512,LOC_Os01g06440,1.065612577,0.315048869
513,LOC_Os01g06450,17.11140038,1.257952032
514,LOC_Os01g06454,44.90414796,1.661851931
515,LOC_Os01g06460,166.6299566,2.224351633
516,LOC_Os01g06470,110.5812177,2.047591097
517,LOC_Os01g06490,165.7623196,2.222097927
518,LOC_Os01g06500,25.42404721,1.421999337
519,LOC_Os01g06510,52.95798073,1.732055689
520,LOC_Os01g06520,49.97768967,1.707380149
521,LOC_Os01g06530,0.431351394,0.155746265
522,LOC_Os01g06540,3.156578081,0.618735943
523,LOC_Os01g06550,74.6587203,1.878858991
524,LOC_Os01g06560,245.5527253,2.391909807
525,LOC_Os01g06570,1.010575472,0.30332038
526,LOC_Os01g06580,94.32018011,1.979184854
527,LOC_Os01g06590,318.7732687,2.504842156
528,LOC_Os01g06600,310.6475409,2.493663704
529,LOC_Os01g06610,0,0
530,LOC_Os01g06620,23.09296423,1.381890236
531,LOC_Os01g06630,102.1866453,2.013623493
532,LOC_Os01g06640,294.4094622,2.470424402
533,LOC_Os01g06650,0.367201345,0.135832477
534,LOC_Os01g06660,65.52359224,1.822975693
535,LOC_Os01g06670,0.465202782,0.165897735
536,LOC_Os01g06680,14.91103819,1.201698518
537,LOC_Os01g06690,0,0
538,LOC_Os01g06700,0.008304474,0.003591694
539,LOC_Os01g06710,0,0
540,LOC_Os01g06720,0.193816893,0.07693772
541,LOC_Os01g06730,3.810854223,0.682222197
542,LOC_Os01g06740,28.35750076,1.467719081
543,LOC_Os01g06750,1.121556599,0.326654622
544,LOC_Os01g06760,0.027157259,0.01163694
545,LOC_Os01g06770,0.053720297,0.022725346
546,LOC_Os01g06780,0,0
547,LOC_Os01g06790,6.44245647,0.871716303
548,LOC_Os01g06800,2.74851999,0.573859831
549,LOC_Os01g06810,0.027588313,0.011819156
550,LOC_Os01g06820,0.059907573,0.025267995
551,LOC_Os01g06836,8.795130768,0.991010238
552,LOC_Os01g06852,0.055246619,0.02335397
553,LOC_Os01g06870,67.47571796,1.835536594
554,LOC_Os01g06876,117.7459395,2.074618768
555,LOC_Os01g06882,57.50021085,1.767157431
556,LOC_Os01g06890,15.11823016,1.207317353
557,LOC_Os01g06900,17.21525923,1.260435356
558,LOC_Os01g06910,24.87547121,1.412888267
559,LOC_Os01g06920,13.10500085,1.149373117
560,LOC_Os01g06940,71.19516201,1.858508095
561,LOC_Os01g06950,0,0
562,LOC_Os01g06960,140.2124705,2.149873051
563,LOC_Os01g06970,0.242934182,0.094448132
564,LOC_Os01g06980,30.40841861,1.497046071
565,LOC_Os01g06990,802.2868883,2.904870678
566,LOC_Os01g07000,0.175384706,0.070180035
567,LOC_Os01g07010,256.6407843,2.411014613
568,LOC_Os01g07020,343.6126865,2.537331261
569,LOC_Os01g07030,303.6019079,2.483732619
570,LOC_Os01g07040,508.1599726,2.706854254
571,LOC_Os01g07050,654.0415107,2.816268823
